project_id,state,district,project_type,priority,current_stage,land_area_hectares,affected_owner_count,household_count,project_value_cr,compensation_offered_cr,compensation_paid_cr,compensation_pending_cr,compensation_paid_ratio,pending_document_count,document_pending_ratio,pending_approval_count,approval_age_days,objection_count,court_stay_flag,legal_issue_count,utility_shift_pending,forest_clearance_pending,railway_crossing_pending,stage_age_days,project_age_days,days_to_target,overall_progress_pct,progress_gap,district_delay_rate,past_delay_count,ground_truth_prob,delay_flag,delay_days
LA-2026-2361,Karnataka,Mysuru,National Highway Corridor,High,Stage 4: Section 19 Declaration,21.37,148,138,50.45,17.75,10.08,7.67,0.568,16,0.842,2,54,1,0,1,0,0,0,61,65,200,0.98,23.5,0.278,6,0.47,0,0
LA-2026-2362,Uttar Pradesh,Noida,Rural Road Connectivity (PMGSY),High,Stage 1: Preliminary Survey & SIA,55.34,491,444,184.76,77.95,4.91,73.04,0.063,17,0.81,6,23,5,1,6,1,0,0,12,231,435,0.98,33.7,0.488,3,0.865,1,156
LA-2026-2363,Odisha,Sundargarh,Industrial Smart City Corridor,High,Stage 3: Section 15 Hearing & Objections,22.23,154,99,162.44,72.59,6.17,66.42,0.085,18,0.643,1,45,4,0,4,0,0,0,35,81,623,0.98,10.5,0.44,6,0.731,1,164
LA-2026-2364,Madhya Pradesh,Gwalior,National Highway Corridor,Cabinet Fast-Track,Stage 6: Land Possession & Handover,75.22,616,620,189.4,87.13,57.07,30.06,0.655,18,0.75,1,39,6,1,10,0,0,0,161,196,371,0.98,33.6,0.345,6,0.765,1,183
LA-2026-2365,Madhya Pradesh,Jabalpur,Industrial Smart City Corridor,Normal,Stage 4: Section 19 Declaration,90.35,361,338,171.85,84.74,32.96,51.78,0.389,8,0.615,8,43,7,0,7,0,0,0,38,48,161,0.98,22.0,0.335,5,0.707,1,101
LA-2026-2366,Odisha,Sundargarh,National Highway Corridor,Normal,Stage 3: Section 15 Hearing & Objections,19.72,210,167,120.18,51.55,6.39,45.16,0.124,5,0.238,4,49,5,1,8,0,0,0,84,564,35,0.98,93.2,0.432,3,0.926,1,141
LA-2026-2367,Odisha,Angul,High-Speed Rail / DFC,Critical,Stage 4: Section 19 Declaration,14.38,134,131,141.45,75.34,43.17,32.17,0.573,22,0.647,8,16,1,0,1,0,0,1,172,366,316,0.98,52.7,0.471,1,0.593,1,170
LA-2026-2368,Uttar Pradesh,Agra,Urban Metro Transit Extension,Cabinet Fast-Track,Stage 5: Valuation & Compensation Award,73.67,381,244,270.26,72.5,46.04,26.46,0.635,17,0.607,3,81,3,0,3,0,0,0,86,100,155,0.98,38.2,0.383,3,0.736,1,135
LA-2026-2369,Maharashtra,Thane,Rural Road Connectivity (PMGSY),Critical,Stage 6: Land Possession & Handover,230.67,1626,1283,454.69,184.24,149.05,35.19,0.809,13,0.722,7,97,22,0,22,0,0,0,78,131,385,0.98,24.4,0.424,0,0.709,1,105
LA-2026-2370,Gujarat,Surat,Urban Metro Transit Extension,Normal,Stage 1: Preliminary Survey & SIA,123.61,1026,863,361.16,133.79,16.32,117.47,0.122,17,0.68,1,99,13,1,15,0,0,0,97,544,176,0.98,74.6,0.245,0,0.937,1,370
LA-2026-2371,Tamil Nadu,Madurai,Renewable Energy Solar Park,Normal,Stage 3: Section 15 Hearing & Objections,114.2,956,834,228.12,109.62,3.29,106.33,0.03,14,0.538,0,0,14,0,14,0,0,0,36,115,88,0.98,55.7,0.278,4,0.747,1,245
LA-2026-2372,Karnataka,Mysuru,Rural Road Connectivity (PMGSY),Critical,Stage 4: Section 19 Declaration,160.01,1362,1238,196.77,91.6,18.14,73.46,0.198,12,1.0,7,95,20,1,23,0,1,0,147,546,-46,0.98,99.0,0.249,5,0.98,1,189
LA-2026-2373,Uttar Pradesh,Lucknow,Renewable Energy Solar Park,High,Stage 2: Section 11 Notification,202.55,1557,1700,393.33,110.52,7.74,102.78,0.07,4,0.138,7,39,27,1,30,1,0,0,73,35,226,0.98,12.4,0.379,4,0.753,1,134
LA-2026-2374,Maharashtra,Aurangabad,Industrial Smart City Corridor,Normal,Stage 2: Section 11 Notification,47.3,313,296,178.79,81.79,3.35,78.44,0.041,1,0.045,2,38,6,1,10,1,0,0,82,51,254,0.98,15.7,0.309,5,0.8,1,139
LA-2026-2375,Rajasthan,Jodhpur,Major Irrigation & Canal,Cabinet Fast-Track,Stage 4: Section 19 Declaration,29.78,203,215,246.3,115.47,44.34,71.13,0.384,22,0.647,8,92,5,0,5,1,0,0,65,110,520,0.98,16.5,0.295,4,0.743,1,120
LA-2026-2376,Maharashtra,Pune,Urban Metro Transit Extension,Critical,Stage 3: Section 15 Hearing & Objections,227.44,1568,1140,455.13,217.72,3.7,214.02,0.017,20,0.87,4,57,25,0,25,0,0,0,33,470,39,0.98,91.4,0.31,3,0.82,1,238
LA-2026-2377,Karnataka,Mangaluru,Major Irrigation & Canal,High,Stage 6: Land Possession & Handover,44.46,318,287,127.43,54.6,53.67,0.93,0.983,9,0.375,3,50,1,0,1,0,0,0,35,148,387,0.98,26.7,0.326,6,0.274,0,0
LA-2026-2378,Karnataka,Dharwad,Major Irrigation & Canal,High,Stage 4: Section 19 Declaration,10.59,85,60,83.23,31.2,3.18,28.02,0.102,26,0.839,6,52,1,0,1,0,0,0,149,111,97,0.98,52.4,0.189,4,0.786,1,161
LA-2026-2379,Uttar Pradesh,Agra,Rural Road Connectivity (PMGSY),Critical,Stage 5: Valuation & Compensation Award,11.17,101,102,52.94,25.83,16.76,9.07,0.649,1,0.077,7,41,2,0,2,1,0,0,29,241,9,0.98,95.4,0.389,6,0.502,1,83
LA-2026-2380,Tamil Nadu,Salem,Rural Road Connectivity (PMGSY),Critical,Stage 2: Section 11 Notification,61.81,231,209,214.03,111.04,3.0,108.04,0.027,17,0.944,8,0,3,0,3,0,1,0,19,157,405,0.98,27.0,0.203,1,0.636,1,132
LA-2026-2381,Rajasthan,Alwar,High-Speed Rail / DFC,Cabinet Fast-Track,Stage 4: Section 19 Declaration,67.58,593,482,187.87,61.58,24.39,37.19,0.396,16,0.5,4,58,13,1,15,0,0,0,77,134,567,0.98,18.1,0.396,4,0.807,1,135
LA-2026-2382,Maharashtra,Nashik,Major Irrigation & Canal,Cabinet Fast-Track,Stage 1: Preliminary Survey & SIA,22.57,144,157,172.77,81.29,13.98,67.31,0.172,16,0.941,8,97,0,0,0,0,0,0,54,175,8,0.98,94.6,0.248,6,0.643,1,92
LA-2026-2383,Tamil Nadu,Madurai,Rural Road Connectivity (PMGSY),Critical,Stage 2: Section 11 Notification,25.62,244,200,125.75,38.19,0.95,37.24,0.025,23,0.793,7,17,5,0,5,1,1,0,94,455,-33,0.98,99.0,0.282,5,0.879,1,128
LA-2026-2384,Madhya Pradesh,Ujjain,Renewable Energy Solar Park,Normal,Stage 5: Valuation & Compensation Award,161.97,963,1038,566.11,301.99,188.74,113.25,0.625,2,0.057,3,39,18,0,18,0,0,0,79,226,62,0.98,77.5,0.238,4,0.632,1,107
LA-2026-2385,Rajasthan,Jodhpur,Renewable Energy Solar Park,Cabinet Fast-Track,Stage 5: Valuation & Compensation Award,212.91,1187,836,474.29,224.83,122.98,101.85,0.547,14,0.4,3,51,12,1,16,0,1,0,66,554,-7,0.98,99.0,0.271,5,0.735,1,195
LA-2026-2386,Maharashtra,Aurangabad,National Highway Corridor,Normal,Stage 4: Section 19 Declaration,5.0,55,50,101.56,51.49,8.44,43.05,0.164,0,0.0,2,69,2,0,2,1,0,1,173,292,85,0.98,76.5,0.326,0,0.595,1,287
LA-2026-2387,Tamil Nadu,Kanchipuram,Urban Metro Transit Extension,High,Stage 6: Land Possession & Handover,364.75,1121,1211,824.42,234.92,212.13,22.79,0.903,22,0.629,7,59,18,1,21,1,1,0,18,342,-75,0.98,99.0,0.373,5,0.794,1,96
LA-2026-2388,Rajasthan,Udaipur,Rural Road Connectivity (PMGSY),Critical,Stage 3: Section 15 Hearing & Objections,31.3,205,142,153.12,66.02,9.44,56.58,0.143,7,0.304,8,82,6,1,10,0,0,0,79,111,289,0.98,26.8,0.247,1,0.923,1,158
LA-2026-2389,Gujarat,Vadodara,Renewable Energy Solar Park,Cabinet Fast-Track,Stage 5: Valuation & Compensation Award,57.08,401,315,174.42,68.57,23.52,45.05,0.343,18,0.9,6,26,9,1,12,0,0,0,109,184,482,0.98,26.6,0.156,1,0.833,1,157
LA-2026-2390,Gujarat,Vadodara,National Highway Corridor,Critical,Stage 3: Section 15 Hearing & Objections,54.0,479,465,182.33,89.48,0.63,88.85,0.007,3,0.2,8,106,6,0,6,0,0,1,117,118,281,0.98,28.6,0.208,3,0.789,1,200
LA-2026-2391,Karnataka,Bengaluru Rural,Major Irrigation & Canal,Normal,Stage 5: Valuation & Compensation Award,19.97,138,122,215.06,61.92,19.75,42.17,0.319,1,0.059,2,99,3,0,3,0,0,0,177,489,99,0.98,82.2,0.484,1,0.79,1,166
LA-2026-2392,Madhya Pradesh,Gwalior,Urban Metro Transit Extension,High,Stage 4: Section 19 Declaration,40.38,177,124,202.14,76.44,8.03,68.41,0.105,18,0.621,0,0,2,0,2,0,0,0,114,231,318,0.98,41.1,0.354,0,0.803,1,201
LA-2026-2393,Maharashtra,Pune,Major Irrigation & Canal,High,Stage 5: Valuation & Compensation Award,137.26,1074,807,466.45,117.1,40.87,76.23,0.349,12,1.0,7,27,14,0,14,0,1,0,13,606,-85,0.98,99.0,0.3,3,0.808,1,124
LA-2026-2394,Gujarat,Surat,National Highway Corridor,Normal,Stage 5: Valuation & Compensation Award,194.4,1224,798,372.15,129.75,74.35,55.4,0.573,32,0.914,7,113,13,1,17,1,1,0,20,609,-40,0.98,99.0,0.211,2,0.872,1,260
LA-2026-2395,Tamil Nadu,Salem,Rural Road Connectivity (PMGSY),Normal,Stage 5: Valuation & Compensation Award,50.36,416,376,191.86,49.91,37.88,12.03,0.759,25,0.862,1,60,4,0,4,0,0,0,52,321,-28,0.98,99.0,0.198,3,0.625,1,131
LA-2026-2396,Maharashtra,Nagpur,Rural Road Connectivity (PMGSY),High,Stage 3: Section 15 Hearing & Objections,44.49,392,272,228.09,119.62,0.36,119.26,0.003,11,0.647,2,11,6,0,6,0,1,0,43,330,158,0.98,66.6,0.259,4,0.821,1,152
LA-2026-2397,Tamil Nadu,Kanchipuram,High-Speed Rail / DFC,Normal,Stage 3: Section 15 Hearing & Objections,53.73,308,205,208.5,74.07,0.37,73.7,0.005,5,0.185,6,78,3,0,3,0,0,0,124,342,116,0.98,73.7,0.342,2,0.725,1,205
LA-2026-2398,Uttar Pradesh,Varanasi,High-Speed Rail / DFC,Cabinet Fast-Track,Stage 3: Section 15 Hearing & Objections,16.48,111,85,120.34,58.08,11.27,46.81,0.194,17,0.81,0,0,3,0,3,0,0,0,164,268,-8,0.98,99.0,0.407,5,0.912,1,543
LA-2026-2399,Odisha,Sambalpur,Renewable Energy Solar Park,Critical,Stage 3: Section 15 Hearing & Objections,77.22,462,499,226.17,64.47,6.9,57.57,0.107,3,0.2,1,40,7,0,7,0,1,0,43,67,504,0.98,10.8,0.34,6,0.566,1,88
LA-2026-2400,Madhya Pradesh,Ujjain,Major Irrigation & Canal,Critical,Stage 3: Section 15 Hearing & Objections,61.41,245,253,217.59,85.64,16.79,68.85,0.196,17,0.63,6,101,7,0,7,0,1,0,75,453,275,0.98,61.2,0.298,3,0.848,1,128
LA-2026-2401,Madhya Pradesh,Bhopal,National Highway Corridor,Critical,Stage 4: Section 19 Declaration,27.24,187,149,123.89,63.26,32.26,31.0,0.51,23,0.821,3,56,0,0,0,0,1,0,16,295,352,0.98,44.6,0.275,4,0.418,0,0
LA-2026-2402,Maharashtra,Nashik,Industrial Smart City Corridor,High,Stage 3: Section 15 Hearing & Objections,9.94,87,64,106.66,42.06,6.94,35.12,0.165,6,0.462,8,119,0,0,0,0,0,0,21,337,290,0.98,52.8,0.282,3,0.474,0,0
LA-2026-2403,Gujarat,Surat,Rural Road Connectivity (PMGSY),Critical,Stage 3: Section 15 Hearing & Objections,250.23,738,515,767.86,249.91,25.24,224.67,0.101,8,0.32,7,120,10,0,10,1,0,0,140,305,160,0.98,64.6,0.231,4,0.835,1,250
LA-2026-2404,Madhya Pradesh,Jabalpur,Industrial Smart City Corridor,Cabinet Fast-Track,Stage 2: Section 11 Notification,65.36,445,426,219.81,66.02,6.47,59.55,0.098,2,0.118,2,25,12,0,12,0,1,0,12,395,-64,0.98,99.0,0.301,0,0.629,1,103
LA-2026-2405,Odisha,Jajpur,National Highway Corridor,High,Stage 2: Section 11 Notification,67.23,220,143,321.11,136.86,10.26,126.6,0.075,0,0.0,8,66,0,0,0,0,0,0,25,31,372,0.98,6.7,0.373,3,0.325,0,0
LA-2026-2406,Karnataka,Mangaluru,National Highway Corridor,Normal,Stage 6: Land Possession & Handover,94.43,723,773,310.71,164.68,100.29,64.39,0.609,2,0.067,1,32,12,1,13,0,0,0,156,563,145,0.98,78.5,0.309,6,0.895,1,531
LA-2026-2407,Gujarat,Surat,High-Speed Rail / DFC,Cabinet Fast-Track,Stage 3: Section 15 Hearing & Objections,74.75,417,315,322.02,159.07,22.75,136.32,0.143,23,0.767,7,94,4,0,4,1,1,0,146,625,22,0.98,95.6,0.203,2,0.98,1,316
LA-2026-2408,Tamil Nadu,Tiruchirappalli,Rural Road Connectivity (PMGSY),Normal,Stage 3: Section 15 Hearing & Objections,38.44,284,195,190.85,66.57,0.67,65.9,0.01,7,0.292,0,0,2,0,2,0,0,0,76,521,94,0.98,83.7,0.272,4,0.702,1,206
LA-2026-2409,Tamil Nadu,Coimbatore,High-Speed Rail / DFC,Cabinet Fast-Track,Stage 3: Section 15 Hearing & Objections,93.37,677,733,242.37,90.81,5.81,85.0,0.064,14,1.0,1,66,13,0,13,0,0,0,124,155,124,0.98,54.6,0.222,2,0.798,1,155
LA-2026-2410,Odisha,Sambalpur,High-Speed Rail / DFC,Critical,Stage 6: Land Possession & Handover,112.28,753,664,356.62,90.97,64.68,26.29,0.711,0,0.0,1,46,15,1,17,0,0,0,172,126,72,0.98,62.7,0.306,4,0.743,1,177
LA-2026-2411,Tamil Nadu,Madurai,Renewable Energy Solar Park,Critical,Stage 2: Section 11 Notification,47.65,286,222,154.22,81.03,8.91,72.12,0.11,3,0.088,1,7,3,0,3,1,0,0,47,482,140,0.98,76.5,0.274,0,0.669,1,241
LA-2026-2412,Gujarat,Bharuch,National Highway Corridor,High,Stage 6: Land Possession & Handover,11.04,82,89,110.71,53.56,35.35,18.21,0.66,18,0.581,0,0,2,0,2,0,1,0,124,292,115,0.98,70.8,0.275,4,0.553,1,165
LA-2026-2413,Uttar Pradesh,Agra,Industrial Smart City Corridor,Critical,Stage 5: Valuation & Compensation Award,219.58,1216,1250,677.89,219.72,107.44,112.28,0.489,12,0.375,6,39,25,1,27,0,1,0,101,262,396,0.98,38.8,0.339,0,0.877,1,165
LA-2026-2414,Gujarat,Bharuch,National Highway Corridor,High,Stage 3: Section 15 Hearing & Objections,96.88,395,383,233.4,72.96,2.55,70.41,0.035,13,0.867,1,80,3,0,3,0,0,0,150,139,380,0.98,25.8,0.248,2,0.738,1,144
LA-2026-2415,Madhya Pradesh,Bhopal,National Highway Corridor,Normal,Stage 4: Section 19 Declaration,33.66,260,208,79.91,37.63,4.78,32.85,0.127,13,0.65,6,3,1,0,1,1,0,1,24,142,215,0.98,38.8,0.283,0,0.551,1,155
LA-2026-2416,Maharashtra,Pune,Urban Metro Transit Extension,High,Stage 2: Section 11 Notification,77.97,441,448,146.9,55.81,10.55,45.26,0.189,2,0.08,5,11,11,1,14,0,1,0,170,320,-10,0.98,99.0,0.339,5,0.907,1,184
LA-2026-2417,Madhya Pradesh,Gwalior,Rural Road Connectivity (PMGSY),Critical,Stage 5: Valuation & Compensation Award,24.18,227,235,132.15,41.86,16.66,25.2,0.398,2,0.057,4,83,3,0,3,1,0,0,107,349,95,0.98,77.6,0.385,1,0.747,1,362
LA-2026-2418,Tamil Nadu,Salem,Rural Road Connectivity (PMGSY),Normal,Stage 1: Preliminary Survey & SIA,51.3,290,226,202.69,56.17,8.37,47.8,0.149,5,0.417,7,92,2,0,2,0,1,0,70,200,70,0.98,73.1,0.183,5,0.7,1,119
LA-2026-2419,Tamil Nadu,Salem,Rural Road Connectivity (PMGSY),High,Stage 3: Section 15 Hearing & Objections,8.94,82,88,170.11,85.85,9.19,76.66,0.107,2,0.08,7,52,3,0,3,1,0,0,152,209,211,0.98,48.8,0.175,0,0.746,1,176
LA-2026-2420,Gujarat,Rajkot,Urban Metro Transit Extension,High,Stage 4: Section 19 Declaration,102.02,897,960,399.6,208.34,93.54,114.8,0.449,13,0.542,6,119,11,0,11,0,1,0,140,33,610,0.98,4.2,0.158,1,0.627,1,208
LA-2026-2421,Tamil Nadu,Kanchipuram,Renewable Energy Solar Park,Cabinet Fast-Track,Stage 5: Valuation & Compensation Award,176.92,1522,1003,539.63,175.85,116.76,59.09,0.664,18,0.581,7,59,26,0,26,0,0,0,79,552,80,0.98,86.4,0.384,2,0.682,1,283
LA-2026-2422,Maharashtra,Pune,Major Irrigation & Canal,Normal,Stage 5: Valuation & Compensation Award,16.87,100,101,168.44,59.68,22.02,37.66,0.369,15,0.5,4,18,1,0,1,0,0,0,138,340,362,0.98,47.5,0.307,1,0.715,1,166
LA-2026-2423,Tamil Nadu,Kanchipuram,Industrial Smart City Corridor,Cabinet Fast-Track,Stage 4: Section 19 Declaration,48.74,363,245,88.49,37.04,11.7,25.34,0.316,4,0.267,1,43,13,0,13,1,0,0,49,590,-23,0.98,99.0,0.344,2,0.683,1,198
LA-2026-2424,Gujarat,Vadodara,Industrial Smart City Corridor,High,Stage 6: Land Possession & Handover,140.66,740,811,360.0,177.26,149.78,27.48,0.845,5,0.156,1,12,16,0,16,0,0,0,82,313,276,0.98,52.2,0.154,0,0.666,1,150
LA-2026-2425,Gujarat,Rajkot,High-Speed Rail / DFC,Normal,Stage 1: Preliminary Survey & SIA,254.43,1783,1705,698.96,182.78,18.46,164.32,0.101,10,0.526,4,64,18,0,18,1,1,0,88,269,350,0.98,42.5,0.144,4,0.783,1,130
LA-2026-2426,Madhya Pradesh,Ujjain,National Highway Corridor,Cabinet Fast-Track,Stage 4: Section 19 Declaration,97.3,418,320,337.72,136.88,69.54,67.34,0.508,3,0.2,0,0,7,1,9,0,1,0,98,48,397,0.98,9.8,0.261,0,0.75,1,366
LA-2026-2427,Gujarat,Surat,Rural Road Connectivity (PMGSY),Normal,Stage 4: Section 19 Declaration,62.2,270,167,326.3,152.63,33.58,119.05,0.22,27,0.871,0,0,9,0,9,1,0,0,89,82,509,0.98,12.9,0.224,5,0.769,1,158
LA-2026-2428,Madhya Pradesh,Bhopal,National Highway Corridor,High,Stage 4: Section 19 Declaration,5.04,39,40,62.18,27.28,10.8,16.48,0.396,28,0.903,8,105,0,0,0,0,0,1,36,133,110,0.98,53.8,0.309,6,0.57,1,73
LA-2026-2429,Tamil Nadu,Kanchipuram,National Highway Corridor,High,Stage 6: Land Possession & Handover,22.25,128,80,193.62,105.65,98.15,7.5,0.929,15,1.0,1,75,1,0,1,0,0,1,71,149,517,0.98,21.4,0.353,5,0.446,0,0
LA-2026-2430,Uttar Pradesh,Agra,High-Speed Rail / DFC,Critical,Stage 1: Preliminary Survey & SIA,37.04,130,113,64.48,30.04,3.15,26.89,0.105,9,0.6,7,105,3,0,3,0,0,0,76,289,-57,0.98,99.0,0.338,0,0.787,1,113
LA-2026-2431,Karnataka,Dharwad,Industrial Smart City Corridor,High,Stage 2: Section 11 Notification,168.95,1175,794,340.22,107.86,18.66,89.2,0.173,7,0.583,2,71,19,0,19,0,0,0,40,199,523,0.98,26.6,0.234,3,0.516,1,122
LA-2026-2432,Gujarat,Rajkot,Renewable Energy Solar Park,Normal,Stage 1: Preliminary Survey & SIA,18.93,163,98,166.07,66.27,7.36,58.91,0.111,3,0.12,6,3,3,0,3,0,0,0,38,269,143,0.98,64.3,0.161,3,0.603,1,103
LA-2026-2433,Gujarat,Surat,High-Speed Rail / DFC,Cabinet Fast-Track,Stage 2: Section 11 Notification,35.78,306,248,189.34,58.53,0.47,58.06,0.008,6,0.207,7,43,9,0,9,0,0,1,40,532,140,0.98,78.2,0.182,0,0.795,1,260
LA-2026-2434,Gujarat,Vadodara,Renewable Energy Solar Park,Normal,Stage 2: Section 11 Notification,118.1,1050,941,365.83,104.3,13.98,90.32,0.134,1,0.036,0,0,20,1,23,0,0,0,129,390,165,0.98,69.3,0.184,1,0.817,1,212
LA-2026-2435,Karnataka,Dharwad,High-Speed Rail / DFC,High,Stage 4: Section 19 Declaration,140.21,423,307,212.47,90.58,26.36,64.22,0.291,12,0.923,6,77,6,0,6,0,0,0,159,230,74,0.98,74.7,0.19,3,0.878,1,160
LA-2026-2436,Maharashtra,Nashik,Rural Road Connectivity (PMGSY),Cabinet Fast-Track,Stage 5: Valuation & Compensation Award,57.82,243,216,230.06,70.1,56.29,13.81,0.803,7,0.226,3,73,5,0,5,0,0,0,121,97,448,0.98,16.8,0.226,1,0.542,1,137
LA-2026-2437,Uttar Pradesh,Noida,National Highway Corridor,Normal,Stage 5: Valuation & Compensation Award,194.09,1642,1682,721.45,331.25,101.03,230.22,0.305,2,0.083,0,0,47,0,47,1,1,0,47,335,261,0.98,55.2,0.49,6,0.692,1,153
LA-2026-2438,Tamil Nadu,Coimbatore,Industrial Smart City Corridor,High,Stage 3: Section 15 Hearing & Objections,187.99,1433,1244,165.45,68.4,4.04,64.36,0.059,18,0.947,2,36,21,0,21,1,1,0,147,347,-52,0.98,99.0,0.247,2,0.974,1,318
LA-2026-2439,Uttar Pradesh,Agra,Renewable Energy Solar Park,Normal,Stage 3: Section 15 Hearing & Objections,203.19,1161,1237,458.54,240.88,18.07,222.81,0.075,2,0.154,1,47,16,0,16,0,0,0,68,191,4,0.98,97.0,0.369,5,0.726,1,135
LA-2026-2440,Madhya Pradesh,Jabalpur,Major Irrigation & Canal,High,Stage 2: Section 11 Notification,38.31,294,206,234.02,75.44,4.9,70.54,0.065,2,0.069,1,0,4,0,4,0,0,0,89,268,249,0.98,50.9,0.316,2,0.866,1,219
LA-2026-2441,Rajasthan,Alwar,Industrial Smart City Corridor,High,Stage 2: Section 11 Notification,77.68,531,362,194.18,69.45,4.44,65.01,0.064,10,0.667,7,31,8,0,8,0,0,0,118,629,68,0.98,89.3,0.403,1,0.881,1,136
LA-2026-2442,Uttar Pradesh,Agra,Major Irrigation & Canal,Critical,Stage 4: Section 19 Declaration,56.2,363,235,213.5,57.79,8.61,49.18,0.149,11,0.367,7,64,4,0,4,0,1,0,69,98,182,0.98,34.0,0.336,6,0.804,1,148
LA-2026-2443,Maharashtra,Aurangabad,Major Irrigation & Canal,High,Stage 3: Section 15 Hearing & Objections,24.58,161,104,158.42,47.06,6.96,40.1,0.148,9,0.429,6,97,0,0,0,0,0,0,49,49,523,0.98,7.6,0.291,3,0.386,0,0
LA-2026-2444,Rajasthan,Alwar,High-Speed Rail / DFC,Normal,Stage 4: Section 19 Declaration,14.29,78,78,43.49,17.6,9.03,8.57,0.513,7,0.583,3,7,0,0,0,0,0,0,36,256,-10,0.98,99.0,0.344,6,0.523,1,88
LA-2026-2445,Rajasthan,Udaipur,Urban Metro Transit Extension,High,Stage 4: Section 19 Declaration,37.24,146,159,154.09,69.4,25.33,44.07,0.365,10,0.37,4,29,3,0,3,0,0,0,35,140,102,0.98,56.9,0.254,2,0.547,1,103
LA-2026-2446,Uttar Pradesh,Noida,Renewable Energy Solar Park,Critical,Stage 4: Section 19 Declaration,82.85,718,615,409.99,198.32,96.19,102.13,0.485,1,0.042,2,72,6,1,9,0,0,0,56,717,-67,0.98,99.0,0.497,1,0.622,1,107
LA-2026-2447,Rajasthan,Jodhpur,Renewable Energy Solar Park,Critical,Stage 6: Land Possession & Handover,102.92,450,412,216.11,114.04,109.14,4.9,0.957,4,0.2,0,0,7,0,7,0,1,0,119,456,183,0.98,70.4,0.264,0,0.681,1,215
LA-2026-2448,Karnataka,Belagavi,High-Speed Rail / DFC,Cabinet Fast-Track,Stage 4: Section 19 Declaration,83.4,735,534,190.65,63.72,29.37,34.35,0.461,8,0.258,3,114,5,0,5,0,0,0,101,171,436,0.98,27.2,0.254,5,0.649,1,155
LA-2026-2449,Maharashtra,Thane,Renewable Energy Solar Park,Cabinet Fast-Track,Stage 4: Section 19 Declaration,154.19,577,538,283.65,150.82,41.17,109.65,0.273,21,0.618,5,99,8,1,9,1,0,0,24,120,299,0.98,27.7,0.415,6,0.779,1,117
LA-2026-2450,Gujarat,Rajkot,High-Speed Rail / DFC,Cabinet Fast-Track,Stage 6: Land Possession & Handover,25.61,142,99,131.22,42.55,25.7,16.85,0.604,13,0.5,4,99,3,0,3,1,0,0,162,197,68,0.98,73.4,0.157,3,0.737,1,144
LA-2026-2451,Maharashtra,Nashik,Renewable Energy Solar Park,Cabinet Fast-Track,Stage 2: Section 11 Notification,34.67,130,80,161.74,70.69,9.97,60.72,0.141,13,0.765,1,75,3,0,3,1,0,0,75,382,145,0.98,71.5,0.261,4,0.802,1,169
LA-2026-2452,Tamil Nadu,Coimbatore,Rural Road Connectivity (PMGSY),High,Stage 6: Land Possession & Handover,110.1,792,807,245.46,89.57,79.0,10.57,0.882,8,0.229,7,93,6,1,7,1,0,0,113,470,-75,0.98,99.0,0.228,3,0.795,1,192
LA-2026-2453,Uttar Pradesh,Lucknow,Rural Road Connectivity (PMGSY),Normal,Stage 5: Valuation & Compensation Award,244.96,676,689,419.27,219.88,72.78,147.1,0.331,13,0.481,1,62,5,1,7,0,0,0,176,409,246,0.98,61.5,0.375,4,0.849,1,218
LA-2026-2454,Odisha,Khurda,Industrial Smart City Corridor,Critical,Stage 6: Land Possession & Handover,262.3,1354,1013,936.16,497.72,464.87,32.85,0.934,1,0.053,5,22,21,0,21,0,1,0,151,620,-27,0.98,99.0,0.343,4,0.479,0,0
LA-2026-2455,Gujarat,Surat,National Highway Corridor,High,Stage 4: Section 19 Declaration,29.69,254,250,52.59,16.3,7.16,9.14,0.439,1,0.083,4,23,2,0,2,1,0,1,150,612,-9,0.98,99.0,0.21,4,0.628,1,149
LA-2026-2456,Maharashtra,Pune,Major Irrigation & Canal,Cabinet Fast-Track,Stage 4: Section 19 Declaration,109.77,826,665,225.1,109.47,59.55,49.92,0.544,6,0.25,7,113,7,0,7,0,0,0,30,140,59,0.98,69.4,0.334,2,0.721,1,303
LA-2026-2457,Karnataka,Mysuru,High-Speed Rail / DFC,Cabinet Fast-Track,Stage 6: Land Possession & Handover,161.81,975,988,457.02,227.17,150.84,76.33,0.664,12,0.6,3,109,6,1,10,1,0,0,74,217,432,0.98,32.5,0.263,4,0.766,1,129
LA-2026-2458,Maharashtra,Aurangabad,High-Speed Rail / DFC,Normal,Stage 5: Valuation & Compensation Award,141.37,1185,981,398.34,147.75,110.81,36.94,0.75,2,0.154,5,78,23,0,23,0,1,0,76,362,225,0.98,60.7,0.299,5,0.607,1,354
LA-2026-2459,Karnataka,Mysuru,Major Irrigation & Canal,High,Stage 4: Section 19 Declaration,19.55,146,140,135.31,64.71,19.02,45.69,0.294,2,0.143,1,105,4,0,4,0,1,0,148,214,471,0.98,30.3,0.232,6,0.678,1,132
LA-2026-2460,Madhya Pradesh,Bhopal,High-Speed Rail / DFC,Cabinet Fast-Track,Stage 1: Preliminary Survey & SIA,158.28,908,565,505.74,166.77,18.51,148.26,0.111,21,0.656,2,58,14,0,14,0,0,0,111,493,116,0.98,80.0,0.268,2,0.771,1,149
LA-2026-2461,Odisha,Khurda,Major Irrigation & Canal,Normal,Stage 5: Valuation & Compensation Award,182.7,1093,872,595.73,290.39,222.44,67.95,0.766,23,0.92,7,46,15,0,15,1,1,0,10,338,287,0.98,53.1,0.347,0,0.66,1,85
